rentrak_title_id,title_name,year,week,studio,genre,screen_number,sequel,gbo,opening,lead_actor,supporting_actor,producer,director,synopsis
817849,The Mortal Instruments: City of Bones,2013,34,Sony,Action,3118,0,31165421,9336957,"Lena Headey,Lily Collins","Kevin Durand,Jonathan Rhys Meyers,Jared Harris,Jamie Campbell Bower",Don Carmody/Robert Kulzer,Harald Zwart," Lily Collins stars as a young girl whose life is upended when she realizes that she's part of a long line of demon-slayers in this Screen Gems adaptation of Cassandra Clare's first book in her series of best-selling novels. Lena Headey and Jonathan Rhys Meyers head up the rest of the starring cast. ~ Jeremy Wheeler, Rovimore "
825346,The World's End,2013,34,Universal,Comedy,1551,0,26004851,8811790,"Nick Frost,Simon Pegg","Charlotte Reidie,Rosamund Pike,John Duggan,Flora Slorach,Paddy Considine,Eddie Marsan,Martin Freeman,Rose Reynolds,Samantha White,David Bradley,Jasper Levine,Richard Hadfield,James Tarpey,Francesca Reidie,Luke Bromley,Mark Heap,Julian Seager",Eric Fellner/Nira Park/Tim Bevan,Edgar Wright," Director Gore Verbinski and the crew set sail once again for this, the third chapter in the swashbuckling Pirates of the Caribbean trilogy. Captain Jack Sparrow (Johnny Depp) is hopelessly trapped in Davy Jones' locker after a harrowing encounter with the dreaded Kracken, and now Will Turner (Orlando Bloom) and Elizabeth Swann (Keira Knightley) must align themselves with the nefarious Captain Barbossa (Geoffrey Rush) if they hold out any hope of saving their old friend from a fate worse than death. The East India Trading Company and its fearsome leader, Lord Cutler Beckett (Tom Hollander), have taken control of the ghostly Flying Dutchman and its captain, Davy Jones (Bill Nighy), and now the baleful Admiral Norrington (Jack Davenport) has taken the helm in a relentless bid to destroy every pirate ship in his path and bring the Age of Piracy to a violent close. Meanwhile, Will, Elizabeth, and Captain Barbossa navigate treacherous waters and face bitter betrayal as they set sail to gather the only army that can stand up to Beckett -- The Nine Lords of the Brethren Court. But Captain Jack Sparrow is one of the lords, and as long as he's stuck in Davy Jones' locker, Beckett and his nefarious armada are sure to emerge victorious. There's still hope, however, if the heroic team that includes Tia Dalma (Naomie Harris), Pintel (Lee Arenberg), and Ragetti (Mackenzie Crook) can reach exotic Singapore and convince vulpine pirate Sao Feng (Chow Yun-Fat) to provide them with charts and a ship. But even the powerful Brethren Court may need a bit of help from volatile sea goddess Calypso in order to weather the coming storm. With the entire future of the pirate way at stake, everyone will be forced to choose sides while drifting precariously to the edge of the earth for one final, spectacular battle.more "
821970,You're Next,2013,34,Other,Horror,2437,0,18494006,7020196,Sharni Vinson,"A.J. Bowen,Joe Swanberg",Keith Calder,Adam Wingard," One of the smartest and most terrifying films in years, YOU'RE NEXT reinvents the genre by putting a fresh twist on home-invasion horror. When a gang of masked, ax-wielding murderers descend upon the Davison family reunion, the hapless victims seem trapped...until an unlikely guest of the family proves to be the most talented killer of all. (c) Lionsgatemore "
828031,Blue Jasmine,2013,34,Sony,Drama,1283,0,33405481,3972687,"Cate Blanchett,Sally Hawkins","Louis C.K.,Michael Emerson,Alden Ehrenreich,Alec Baldwin,Michael Stuhlbarg,Charlie Tahan,Tammy Blanchard,Max Casella,Peter Sarsgaard,Andrew ""Dice"" Clay",Edward Walson/Letty Aronson/Stephen Tenenbaum,Woody Allen, A New York housewife struggles through a life crisis.more 
824637,One Direction: This is Us,2013,35,Sony,Documentary,2735,0,28873374,15815497,"Harry Styles,Liam Payne,Louis Tomlinson,Niall Horan,Zayn Malik",,Adam Milano/Ben Winston/Morgan Spurlock/Simon Cowell,Morgan Spurlock," ONE DIRECTION: THIS IS US is a captivating and intimate all-access look at life on the road for the global music phenomenon. Weaved with stunning live concert footage, this inspiring feature film tells the remarkable story of Niall, Zayn, Liam, Harry and Louis' meteoric rise to fame, from their humble hometown beginnings and competing on the X-Factor, to conquering the world and performing at London's famed O2 Arena. Hear it from the boys themselves and see through their own eyes what it's really like to be One Direction. (c) TriStarmore "
827033,Getaway (2013),2013,35,WB,Action,2130,0,10501938,4503892,"Ethan Hawke,Selena Gomez",Jon Voight,Joel Silver/Courtney Solomon,Courtney Solomon," Brent Magna (Ethan Hawke) is a burned out race car driver who is thrust into a do-or-die mission behind the wheel when his wife is kidnapped. With Brent's only ally being a young hacker (Selena Gomez), his one hope of saving his wife is to follow the orders of the mysterious voice (Jon Voight) who's watching his every move through cameras mounted on the car Brent's driving. (c) WBmore "
818093,Riddick,2013,36,Universal,Action,3107,1,42025135,19030375,"Karl Urban,Vin Diesel",Katee Sackhoff,Vin Diesel,David Twohy," Riddick, the latest chapter of the groundbreaking saga that began with 2000's hit sci-fi film Pitch Black and 2004's The Chronicles of Riddick reunites writer/director David Twohy (A Perfect Getaway, The Fugitive) and star Vin Diesel (the Fast and Furious franchise, xXx). Diesel reprises his role as the antihero Riddick, a dangerous, escaped convict wanted by every bounty hunter in the known galaxy. The infamous Riddick has been left for dead on a sun-scorched planet that appears to be lifeless. Soon, however, he finds himself fighting for survival against alien predators more lethal than any human he's encountered. The only way off is for Riddick to activate an emergency beacon and alert mercenaries who rapidly descend to the planet in search of their bounty. The first ship to arrive carries a new breed of merc, more lethal and violent, while the second is captained by a man whose pursuit of Riddick is more personal. With time running out and a storm on the horizon that no one could survive, his hunters won't leave the planet without Riddick's head as their trophy. (c) Universalmore "
828658,Instructions Not Included,2013,36,Other,Comedy,717,0,44467206,8149289,Eugenio Derbez,"Karla Souza,Jessica Lindsey",Eugenio Derbez/Enrique Espinosa/Alfonso Soto,Eugenio Derbez," Valentin (Eugenio Derbez) is Acapulco's resident playboy-until a former fling leaves a baby on his doorstep and takes off without a trace. Valentin leaves Mexico for Los Angeles to find the baby's mother, but only ends up finding a new home for himself and his newfound daughter, Maggie (Loreto Peralta). An unlikely father figure, Valentin raises Maggie for six years, while also establishing himself as one of Hollywood's top stuntmen to pay the bills, with Maggie acting as his on-set coach. As Valentin raises Maggie, she forces him to grow up too. But their unique and offbeat family is threatened when Maggie's birth mom shows up out of the blue, and Valentin realizes he's in danger of losing his daughter- and his best friend. (c) Official Facebookmore "
827420,Insidious Chapter 2,2013,37,Other,Horror,3049,1,83586447,40272103,"Patrick Wilson,Rose Byrne",,Jason Blum/Brian Kavanaugh-Jones/Oren Peli,James Wan," The famed horror team of director James Wan and writer Leigh Whannell reunite with the original cast of Patrick Wilson, Rose Byrne, Lin Shaye and Ty Simpkins in INSIDIOUS: CHAPTER 2, a terrifying sequel to the acclaimed horror film, which follows the haunted Lambert family as they seek to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world. (c) FilmDistrictmore "
825070,The Family (2013),2013,37,Other,Comedy,3091,0,36918811,14034764,"Michelle Pfeiffer,Robert De Niro","John D'Leo,Domenick Lombardozzi,Dianna Agron,Tommy Lee Jones",Luc Besson/Pierre-Ange Le Pogam/Ryan Kavanaugh/Virginie Silla,Luc Besson," In the off-beat action comedy ""The Family,"" a mafia boss and his family are relocated to a sleepy town in France under the witness protection program after snitching on the mob. Despite the best efforts of Agent Stansfield (Tommy Lee Jones) to keep them in line, Fred Manzoni (Robert DeNiro), his wife Maggie (Michelle Pfeiffer) and their children Belle (Dianna Agron) and Warren (John D'Leo) can't help but revert to old habits and blow their cover by handling their problems the ""family"" way, enabling their former mafia cronies to track them down. Chaos ensues as old scores are settled in the unlikeliest of settings in this darkly funny film by Luc Besson (Taken, Transporter). (c) Relativity Mediamore "
811005,Prisoners,2013,38,WB,Suspense,3260,0,61002302,20817053,"Hugh Jackman,Jake Gyllenhaal","Erin Gerasimovich,Wayne Duval,Viola Davis,Dylan Minnette,Melissa Leo,Len Cariou,Kyla Drew Simmons,Bradley James,Roberto Giacomello,Maria Bello,Terrence Howard,Sandra Ellis Lafferty,Anthony Reynolds,David Dastmalchian,Paul Dano",Adam Kolbrenner/Andrew A. Kosove/Broderick Johnson/Kira Davis/Robyn Meisinger,Denis Villeneuve," PRISONERS, from Oscar (R)-nominated director Denis Villeneuve, stars Oscar (R) nominees Hugh Jackman and Jake Gyllenhaal in a story that poses the question: How far would you go to protect your child? Keller Dover (Jackman) is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street. Heading the investigation, Detective Loki (Gyllenhaal) arrests its driver, Alex Jones (Paul Dano), but a lack of evidence forces the only suspect's release. Knowing his child's life is at stake, the frantic Dover decides he has no choice but to take matters into his own hands. But just how far will this desperate father go to protect his family? (c) WBmore "
821254,Battle of the Year,2013,38,Sony,Drama,2008,0,8888355,4603177,"Chris Brown,Josh Holloway,Josh Peck",Laz Alonso,Beau Flynn/Will Packer,Benson Lee," Battle of the Year is an international dance crew tournament that attracts all the best teams from around the world, but the Americans haven't won in fifteen years. Los Angeles Hip Hop mogul Dante (Alonso) wants to put the country that started the Sport back on top. He enlists his hard-luck friend Blake (Holloway), who was a championship basketball coach, to coach his team. Armed with the theory that the right coach can make any team champions, they assemble a Dream Team of all the best dancers across the country. With only three months until Battle of the Year, Blake has to use every tactic he knows to get twelve talented individuals to come together as a team if they're going to bring the Trophy back to America where it started. (c) Screen Gemsmore "
823548,Cloudy with a Chance of Meatballs 2,2013,39,Sony,Animation,4001,1,119793567,34017930,"Andy Samberg,Anna Faris,Neil Patrick Harris","Kristen Schaal,James Caan,Cody Cameron,Al Roker,Terry Crews,Craig Kellman,Benjamin Bratt,Will Forte,Bridget Hoffman,Khamani Griffin,Melissa Sturm,Bill Hader",Kirk Bodyfelt,Cody Cameron/Kris Pearn," Cloudy with a Chance of Meatballs 2 picks up where Sony Pictures Animation's hit comedy left off. Inventor Flint Lockwood's genius is finally being recognized as he's invited by his idol Chester V to join The Live Corp Company, where the best and brightest inventors in the world create technologies for the betterment of mankind. Chester's right-hand-gal - and one of his greatest inventions - is Barb (a highly evolved orangutan with a human brain, who is also devious, manipulative and likes to wear lipstick). It's always been Flint's dream to be recognized as a great inventor, but everything changes when he discovers that his most infamous machine (which turns water into food) is still operating and is now creating food-animal hybrids - ""foodimals!"" With the fate of humanity in his hands, Chester sends Flint and his friends on a dangerously delicious mission, battling hungry tacodiles, shrimpanzees, apple pie-thons, double bacon cheespiders and other food creatures to save the world again!more "
825668,Rush (2013),2013,39,Universal,Drama,2297,0,26947624,10014920,"Chris Hemsworth,Olivia Wilde","Daniel Bruhl,Christian McKay,Alexandra Maria Lara,Tom Wlaschiha,Alistair Petrie,Pierfrancesco Favino,Jamie Sives,Patrick Baladi,Natalie Dormer,Julian Seager,Alessandro De Marco,Josephine de La Baume,Rebecca Ferdinando",Andrew Eaton/Brian Grazer/Brian Oliver/Eric Fellner/Ron Howard,Ron Howard," Two-time Academy Award (R) winner Ron Howard (A Beautiful Mind, Frost/Nixon) teams once again with two-time Academy Award (R)-nominated writer Peter Morgan (Frost/Nixon, The Queen) on Rush, a spectacular big-screen re-creation of the merciless and legendary 1970s Formula 1 rivalry between gifted English playboy James Hunt (Chris Hemsworth of The Avengers, Thor) and his disciplined Austrian opponent, Niki Lauda (Daniel BrÃ¼hl of Inglourious Basterds, The Bourne Ultimatum). (c) Official Sitemore "
828141,Baggage Claim,2013,39,Fox,Comedy,2027,0,21569509,9031102,"Adam Brody,Paula Patton","Jill Scott,Boris Kodjoe,Trey Songz,Terrence Jenkins,Christina Milian,La La Anthony,Estrella Nouri,Djimon Hounsou,Taye Diggs,Derek Luke,Lauren London,Tia Mowry-Hardrict,Trae Ireland",David E. Talbert/Steven J. Wolfe,David E. Talbert," Determined to get engaged before her youngest sister's wedding, flight attendant Montana Moore (Paula Patton) finds herself with only 30 days to find Mr. Right. Using her airline connections to ""accidentally"" meet up with eligible ex-boyfriends and scour for potential candidates, she racks up more than 30,000 miles and countless comedic encounters, all the while searching for the perfect guy. (c) Fox Searchlightmore "
827473,Don Jon,2013,39,Other,Comedy,2422,0,24477704,8677009,"Joseph Gordon-Levitt,Julianne Moore,Scarlett Johansson","Tony Danza,Brie Larson",Ram Bergman,Joseph Gordon-Levitt," Jon Martello (Joseph Gordon-Levitt) is a strong, handsome, good old fashioned guy. His buddies call him Don Jon due to his ability to ""pull"" a different woman every weekend, but even the finest fling doesn't compare to the bliss he finds alone in front of the computer watching pornography. Barbara Sugarman (Scarlett Johansson) is a bright, beautiful, good old fashioned girl. Raised on romantic Hollywood movies, she's determined to find her Prince Charming and ride off into the sunset. Wrestling with good old fashioned expectations of the opposite sex, Jon and Barbara struggle against a media culture full of false fantasies to try and find true intimacy in this unexpected comedy written and directed by Joseph Gordon-Levitt. (c) Relativity Mediamore "
820572,Gravity,2013,40,WB,Drama,3575,0,274092705,55785112,"George Clooney,Sandra Bullock",Ed Harris,Alfonso Cuaron/David Heyman/Geyer Kosinski,Alfonso Cuaron," Gravity stars Sandra Bullock and George Clooney in a heart-pounding thriller that pulls you into the infinite and unforgiving realm of deep space. Bullock plays Dr. Ryan Stone, a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalsky (Clooney). But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to nothing but each other and spiraling out into the blackness. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space. -- (C) Warner Bros.more "
825438,Runner Runner,2013,40,Fox,Suspense,3026,0,19316646,7706712,"Ben Affleck,Gemma Arterton,Justin Timberlake",Anthony Mackie,Leonardo DiCaprio/Brian Koppelman/Arnon Milchan/Michael Shamberg/Stacey Sher,Brad Furman," Richie, a Princeton college student who pays for school with on-line gambling, bottoms out and travels to Costa Rica to confront the on-line mastermind, Ivan, whom he believes has swindled him. Ivan sees a kindred spirit in Richie and brings the younger man into his operation. When the stakes get incredibly high and dangerous, and Richie comes to fully understand the deviousness of his new boss, he tries to turn the tables on him.more "
822475,Captain Phillips,2013,41,Sony,Drama,3020,0,107100855,25718314,"Tom Hanks,Angus MacInnes","Corey Johnson,Issak Farah Samatar,Chris Mulkey,David Warshofsky,John Magaro,Maria Dizzia,Catherine Keener,Roger Edwards,Max Martini,Christopher Stadulis,Rey Hernandez,Yul Vazquez,Michael Chernus",Dana Brunetti/Michael De Luca/Scott Rudin,Paul Greengrass," Captain Phillips is a multi-layered examination of the 2009 hijacking of the U.S. container ship Maersk Alabama by a crew of Somali pirates. It is - through director Paul Greengrass's distinctive lens - simultaneously a pulse-pounding thriller, and a complex portrait of the myriad effects of globalization. The film focuses on the relationship between the Alabama's commanding officer, Captain Richard Phillips (two time Academy Award (R)-winner Tom Hanks), and the Somali pirate captain, Muse (Barkhad Abdi), who takes him hostage. Phillips and Muse are set on an unstoppable collision course when Muse and his crew target Phillips' unarmed ship; in the ensuing standoff, 145 miles off the Somali coast, both men will find themselves at the mercy of forces beyond their control. The film is directed by Academy Award (R) nominee Paul Greengrass, from a screenplay by Billy Ray based upon the book, A Captain's Duty: Somali Pirates, Navy SEALs, and Dangerous Days at Sea, by Richard Phillips with Stephan Talty. The film is produced by Scott Rudin, Dana Brunetti, and Michael De Luca.(c) Sonymore "
826921,Machete Kills,2013,41,Other,Action,2538,1,8008161,3837183,"Amber Heard,Danny Trejo","Vanessa Hudgens,Antonio Banderas,Alexa Vega,Sofia Vergara,Michelle Rodriguez,Cuba Gooding Jr.,Charlie Sheen,Jessica Alba,Mel Gibson",Robert Rodriguez,Robert Rodriguez," In MACHETE KILLS, Danny Trejo returns as ex-Federale agent MACHETE, who is recruited by the President of the United States for a mission which would be impossible for any mortal man - he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet. (c) Open Roadmore "
824064,Carrie (2013),2013,42,Sony,Horror,3157,0,35266619,16101552,"Chloe Grace Moretz,Julianne Moore","Portia Doubleday,Samantha Weinstein,Cynthia Preston,Judy Greer,Alex Russell,Max Topplin,Michelle Nolden,Gabriella Wilde,Connor Price,Ansel Elgort,Zoe Belkin",Kevin Misher,Kimberly Peirce," A reimagining of the classic horror tale about Carrie White (ChloÃ« Grace Moretz), a shy girl outcast by her peers and sheltered by her deeply religious mother (Julianne Moore), who unleashes telekinetic terror on her small town after being pushed too far at her senior prom. Based on the best-selling novel by Stephen King, Carrie is directed by Kimberly Peirce with a screenplay by Roberto Aguirre-Sacasa. (c) Sonymore "
823738,Escape Plan,2013,42,Other,Action,2883,0,25135965,9885732,"Arnold Schwarzenegger,Sylvester Stallone","Curtis Jackson,Sam Neill,Christian Paige Stokes,Faran Tahir,Vinnie Jones,David Joseph Martinez,Matt Gerald,Amy Ryan,Jim Caviezel,Caitriona Balfe,Vincent D'Onofrio",George Furla/Kevin King Templeton/Mark Canton/Randall Emmett/Robbie Brenner,Mikael Hafstrom," One of the world's foremost authorities on structural security agrees to take on one last job: breaking out of an ultra-secret, high-tech facility called ""The Tomb."" Deceived and wrongly imprisoned, Ray Breslin (Sylvester Stallone) must recruit fellow inmate Emil Rottmayer (Arnold Schwarzenegger) to help devise a daring, nearly impossible plan to escape from the most protected and fortified prison ever built. ESCAPE PLAN is the first pairing of action legends Sylvester Stallone and Arnold Schwarzenegger in leading roles, and co-stars Jim Caviezel, Curtis ""50 Cent"" Jackson, Vinnie Jones, Vincent D'Onofrio and Amy Ryan. (c) Summitmore "
831315,Jackass Presents: Bad Grandpa,2013,43,Paramount,Comedy,3336,0,102003019,32055177,"Bam Margera,Johnny Knoxville,Steve-O","Ehren McGhehey,Chris Pontius,Jason Acuna",Johnny Knoxville,Jeff Tremaine," 86 year-old Irving Zisman is on a journey across America with the most unlikely companion, his 8 year-old Grandson Billy in ""Jackass Presents: Bad Grandpa."" This October, the signature Jackass character Irving Zisman (Johnny Knoxville) and Billy (Jackson Nicoll) will take movie audiences along for the most insane hidden camera road trip ever captured on camera. Along the way Irving will introduce the young and impressionable Billy to people, places and situations that give new meaning to the term childrearing. The duo will encounter male strippers, disgruntled child beauty pageant contestants (and their equally disgruntled mothers), funeral home mourners, biker bar patrons and a whole lot of unsuspecting citizens. (c) Paramountmore "
826456,The Counselor,2013,43,Fox,Suspense,3044,0,16973715,7842930,"Brad Pitt,Javier Bardem,Michael Fassbender","Alex Hafner,John Leguizamo,Cameron Diaz,Richard Cabral,Dean Norris,Paris Jefferson,Rosie Perez,Andrea Deck,Natalie Dormer,Bruno Ganz,Emma Rigby,Penelope Cruz,Goran Visnjic",Cormac McCarthy/Nick Wechsler/Paula Mae Schwartz/Ridley Scott/Steve Schwartz,Ridley Scott," Legendary filmmaker Ridley Scott and Pulitzer Prize winning author Cormac McCarthy (No Country for Old Men) have joined forces in the motion picture thriller THE COUNSELOR, starring Michael Fassbender, PenÃ©lope Cruz, Cameron Diaz, Javier Bardem, and Brad Pitt. McCarthy, making his screenwriting debut and Scott interweave the author's characteristic wit and dark humor with a nightmarish scenario, in which a respected lawyer's one-time dalliance with an illegal business deal spirals out of control. (c) Official Sitemore "
821865,Ender's Game,2013,44,Other,Science Fiction,3407,0,61737191,27017351,"Asa Butterfield,Hailee Steinfeld,Harrison Ford","Nonso Anozie,Viola Davis,Moises Arias,Aramis Knight,Sir Ben Kingsley,Suraj Parthasarathy,Stevie Ray Dallimore,Abigail Breslin,Conor Carroll,Ben Kingsley,Andrea Powell,Brendan Meyer,Khylin Rambo",Gigi Pritzker/Linda McDonough/Lynn Hendee/Roberto Orci,Gavin Hood," In the near future, a hostile alien race (called the Formics) have attacked Earth. If not for the legendary heroics of International Fleet Commander Mazer Rackham (Ben Kingsley), all would have been lost. In preparation for the next attack, the highly esteemed Colonel Hyrum Graff (Harrison Ford) and the International Military are training only the best young children to find the future Mazer. Ender Wiggin (Asa Butterfield), a shy, but strategically brilliant boy is pulled out of his school to join the elite. Arriving at Battle School, Ender quickly and easily masters increasingly difficult war games, distinguishing himself and winning respect amongst his peers. Ender is soon ordained by Graff as the military's next great hope, resulting in his promotion to Command School. Once there, he's trained by Mazer Rackham, himself, to lead his fellow soldiers into an epic battle that will determine the future of Earth and save the human race. Based on the best-selling, award winning novel, ENDER'S GAME is an epic adventure which stars Asa Butterfield, Hailee Steinfeld, Ben Kingsley, Viola Davis, with Abigail Breslin and Harrison Ford. -- (C) Summitmore "
826126,Last Vegas,2013,44,Other,Comedy,3065,0,63914167,16334566,"Michael Douglas,Morgan Freeman,Robert De Niro","Romany Malco,Kevin Kline,Jerry Ferrara,Weronika Rosati,Bre Blair,Mary Steenburgen,Roger Bart,Jena Sims",Amy Baer/Laurence Mark,Jon Turteltaub," The ensemble comedy follows four old friends who decide to throw a Las Vegas bachelor party for the only one of them who has remained single. LAST VEGAS is being produced by Laurence Mark (Julie & Julia, Dreamgirls) and Amy Baer. Nathan Kahane and Lawrence Grey are serving as executive producers. Good Universe's Matt Leonetti is co-producing.more "
827373,Free Birds,2013,44,Other,Animation,3736,0,55750480,15805237,"Amy Poehler,Owen Wilson,Woody Harrelson","Dan Fogler,Lesley Nicol,Keith David,George Takei,Colm Meaney",Alonzo Ruvalcaba/Cary Granat/Craig Mazin/David I. Stern/Edward Clayton-Jones/John J. Strauss/John Strauss/Scott Mosier,Jimmy Hayward," In this irreverent, hilarious, adventurous buddy comedy, directed by Jimmy Hayward (Horton Hears a Who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good. (C) Relativity Mediamore "
820171,Thor: The Dark World,2013,45,Disney,Action,3841,1,206362140,85737841,"Chris Hemsworth,Natalie Portman,Tom Hiddleston","Alice Krige,Ray Stevenson,Rene Russo,Kat Dennings,Idris Elba,Tadanobu Asano,Stan Lee,Adewale Akinnuoye-Agbaje,Stellan Skarsgard,Zachary Levi,Jaimie Alexander,Anthony Hopkins,Christopher Eccleston",Kevin Feige,Alan Taylor," Marvel's ""Thor: The Dark World"" continues the big-screen adventures of Thor, the Mighty Avenger, as he battles to save Earth and all the Nine Realms from a shadowy enemy that predates the universe itself. In the aftermath of Marvel's ""Thor"" and ""Marvel's The Avengers,"" Thor fights to restore order across the cosmos...but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all. (c) Disneymore "
823513,12 Years a Slave,2013,45,Fox,Drama,1144,0,56671993,6675731,"Brad Pitt,Chiwetel Ejiofor,Michael Fassbender","Benedict Cumberbatch,Sarah Paulson,Paul Giamatti,Lupita Nyong'o,Paul Dano,Alfre Woodard",Brad Pitt,Steve McQueen," Chiwetel Ejiofor stars as Solomon Northup, the New York State citizen who was kidnapped and made to work on a plantation in New Orleans in the 1800s. Steve McQueen (Hunger) directs from a script he co-wrote with John Ridley, based in part by Northup's memoir. Michael Fassbender, Brad Pitt, Benedict Cumberbatch, Sarah Paulson, and Paul Giamatti co-star. ~ Jeremy Wheeler, Rovimore "
825054,About Time,2013,45,Universal,Comedy,1200,0,15322921,4758070,"Domhnall Gleeson,Rachel McAdams","Bill Nighy,Vanessa Kirby,Will Merrick,Lee Asquith-Coe,Lindsay Duncan,Mitchell Mullen,Tom Hughes,Richard Cordery,Paige Segal,Lydia Wilson,Joshua McGuire,Clemmie Dugdale,Tom Hollander,Margot Robbie,Harry Hadden-Paton",Eric Fellner/Tim Bevan,Richard Curtis," At the age of 21, Tim Lake (Domhnall Gleeson) discovers he can travel in time... The night after another unsatisfactory New Year party, Tim's father (Bill Nighy) tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life-so he decides to make his world a better place...by getting a girlfriend. Sadly, that turns out not to be as easy as you might think. Moving from the Cornwall coast to London to train as a lawyer, Tim finally meets the beautiful but insecure Mary (Rachel McAdams). They fall in love, then an unfortunate time-travel incident means he's never met her at all. So they meet for the first time again-and again-but finally, after a lot of cunning time-traveling, he wins her heart. Tim then uses his power to create the perfect romantic proposal, to save his wedding from the worst best-man speeches, to save his best friend from professional disaster and to get his pregnant wife to the hospital in time for the birth of their daughter, despite a nasty traffic jam outside Abbey Road. But as his unusual life progresses, Tim finds out that his unique gift can't save him from the sorrows and ups and downs that affect all families, everywhere. There are great limits to what time travel can achieve, and it can be dangerous too. About Time is a comedy about love and time travel, which discovers that, in the end, making the most of life may not need time travel at all.(c) Universalmore "
827140,The Best Man Holiday,2013,46,Universal,Comedy,2024,0,70525195,30107555,"Harold Perrineau,Terrence Howard","Monica Calhoun,Sanaa Lathan,Melissa De Sousa,Regina Hall,Taye Diggs,Eddie Cibrian,Morris Chestnut,Millie Davis,Nia Long",Malcolm D. Lee/Sean Daniel,Malcolm D. Lee," After nearly 15 years apart, Taye Diggs (television's Private Practice), Nia Long (Soul Food), Morris Chestnut (Kick-Ass 2), Harold Perrineau (Zero Dark Thirty), Terrence Howard (Hustle & Flow), Sanaa Lathan (Contagion), Monica Calhoun (Love & Basketball), Melissa De Sousa (Miss Congeniality) and Regina Hall (Scary Movie franchise) reprise their career-launching roles in The Best Man Holiday, the long-awaited next chapter to the film that ushered in a new era of comedy. When the college friends finally reunite over the Christmas holidays, they will discover just how easy it is for long-forgotten rivalries and romances to be ignited. Malcolm D. Lee returns to write and direct this sequel to his directorial debut. Sean Daniel (The Mummy franchise) will produce alongside Lee for The Sean Daniel Company. (c) Universal Picturesmore "
820639,The Hunger Games: Catching Fire,2013,47,Other,Action,4163,1,424668047,158074286,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth","Lenny Kravitz,Donald Sutherland,Philip Seymour Hoffman,E. Roger Mitchell,Patrick St. Esprit,Elizabeth Banks,Jeffrey Wright,Lynn Cohen,Bruno Gunn,Jena Malone,Sam Cla,Alan Ritchson,Meta Golding,Amanda Plummer",Jon Kilik/Nina Jacobson,Francis Lawrence," THE HUNGER GAMES: CATCHING FIRE begins as Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever. (c) Lionsgatemore "
827129,Delivery Man,2013,47,Disney,Comedy,3036,0,30664106,7944977,"Chris Pratt,Cobie Smulders,Vince Vaughn","Erin Gerasimovich,Dave Patten,Bobby Moynihan,Matthew Daddario,Takako Haywood,Camille Kitt,Glenn Fleshler,Jack Reynor,Ben Bailey,Britt Robertson,Van Hughes",Andre Rouleau,Ken Scott," From DreamWorks Pictures comes ""Delivery Man"", the story of affable underachiever David Wozniak, whose mundane life is turned upside down when he finds out that he fathered 533 children through sperm donations he made twenty years earlier. In debt to the mob, rejected by his pregnant girlfriend, things couldn't look worse for David when he is hit with a lawsuit from 142 of the 533 twenty-somethings who want to know the identity of the donor. As David struggles to decide whether or not he should reveal his true identity, he embarks on a journey that leads him to discover not only his true self but the father he could become as well. (c) Disneymore "
823925,Dallas Buyers Club,2013,47,Universal,Drama,666,0,27298285,2687157,"Jared Leto,Matthew McConaughey,Jennifer Garner","Joji Yoshida,Denis O'Hare,Griffin Dunne,Jane McNeill,Kevin Rankin,Steve Zahn,Dallas Roberts",,Jean-Marc Vallee," Matthew McConaughey stars in DALLAS BUYERS CLUB as real-life Texas cowboy Ron Woodroof, whose free-wheeling life was overturned in 1985 when he was diagnosed as HIV-positive and given 30 days to live. These were the early days of the AIDS epidemic, and the U.S. was divided over how to combat the virus. Ron, now shunned and ostracized by many of his old friends, and bereft of government-approved effective medicines, decided to take matters in his own hands, tracking down alternative treatments from all over the world by means both legal and illegal. Bypassing the establishment, the entrepreneurial Woodroof joined forces with an unlikely band of renegades and outcasts - who he once would have shunned - and established a hugely successful ""buyers' club."" Their shared struggle for dignity and acceptance is a uniquely American story of the transformative power of resilience. (c) Focus Featuresmore "
